URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Pottery Form,Group,Description
http://opencontext.org/subjects/13612931-24A1-4C8A-4E68-393766A8465F,30.3287,35.4421,-200,360,Pottery,Cooking (?) Bowl,Cooking Bowls,"123. Cooking (?) Bowl. Diam. 21 cm. Thickness: 3 mm. Light red 2.5YR 7/8 ware with thick light gray 5YR 7/1 core near interior surface. Gray 2.5Y 6/1 slip on upper body extending over rim top. Interior coated with self-same slip. Interior and exterior fabric color: light reddish brown 2.5YR 7/4. Exterior burnt. Location: UT Residential Quarter, Trench 94."
http://opencontext.org/subjects/F6033336-0015-4DC0-DA4E-B07694D4022B,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"47. Jug. Diam. 5.6 cm. Thickness: 2-3 mm. Fine light red 2.5YR 7/8 ware. Self-same light red 2.5YR 6/8 slip on exterior. Simple rouletting composed of 3 mm long vertical strokes on shoulder. Two shallow ridges below neck carination. Flat loop handle (1.8 cm wide) with perhaps combed decoration on top. Rim oval rather than circular in shape. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/262BA561-EACD-4409-526E-A339ED27FF73,30.3287,35.4421,-200,360,Pottery,Juglet,Jugs,"5. Juglet. Base Diam. 5 cm. Thickness: 2-3 mm. Fine light red 2.5YR 6/8 ware. Vestiges of red slip on exterior. Rouletting around base with 5 mm long lines, spaced 4 mm apart. Fine combing on side of handle. Location: UT, ""Great Cistern,"" Special Project 85, Locus 23. Sequence No. SP85172. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 5, 16), first half of CE first century."
http://opencontext.org/subjects/B8A9553F-4073-4CAF-4584-F84ED78B38CD,30.3287,35.4421,-200,360,Pottery,Storage Jar,,"Storage Jar. Diam. 15 cm. Thickness: 5 mm. Coarse light red 2.5YR 6/8 ware with gray core along interior. Very pale brown 10YR 8/2 slip on exterior. Incised wave pattern on shoulder. Location: UT, Residential Quarter, Trench 94, Locus 43. Sequence No. 94070. Cf., Mampsis (Erickson-Gini 1999, Fig. 9, 1, 12), early Roman, but without incised decoration."
http://opencontext.org/subjects/A3A2EF87-8D1C-4127-DEEC-A9CE9FDFEB98,30.3287,35.4421,-200,360,Pottery,Small Globular Jar,Small Jars,"2. Small Globular Jar. Diam. 7 cm. Thickness: 1.5 mm. Light red 2.5YR 6/6 ware. Plain vertical rim. Pink 7.5YR 8/4 slip on exterior and over rim top. Lines in slip suggest slip applied with brush on wheel. Band of black on exterior, perhaps from firing. White slip was applied over top so band is part of clay. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/27DFF568-2776-41E4-CFD5-9505D173A669,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 8,"Bowl. Rim Diam. 7.5 cm. Base Diam. 3.1 cm. Height: 2.7 cm. Thickness: 1 mm. Medium coarse light red 2.5YR 6/6 ware. Plain vertical rim is thickened internally. Ring base, angularly flattened and with pointed center. Appears to have been slipped in pink 7.5YR 8/3 on exterior upper body above curvature. Location: UT, Residential Quarter, Trench 94. (Not represented)."
http://opencontext.org/subjects/63809EE7-2EE8-4D68-2405-8D4E1F625A4A,30.3287,35.4421,-200,360,Pottery,Cooking (?) Bowl,Cooking Bowls,"127. Cooking (?) Bowl. Diam. 27 cm. Medium coarse reddish yellow 5YR 7/6 ware with gray core in lower body. Exterior fabric color: light red 2.5YR 7/8. Interior fabric color, light red 2.5YR 7/6. Incurving rim is thickened externally and angularly flattened. Red 10R 6/8 slip on rim top. Burnt exterior. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/C877FF0F-267F-47FB-B68B-0D3059C9FE4A,30.3287,35.4421,-200,360,Pottery,Unguentarium,Small forms,"9. Unguentarium. Cat. No. 02-P-57. Diam. 2.5 cm. Height: 11.82 cm. Light red 2.5YR 6/8 ware. Location: UT, Residential Quarter Trench 94, Locus 78. Sequence No. 94229. Cf., North Ridge Tomb 2 (Bikai 2001, Fig. 9, 7). (Not represented)."
http://opencontext.org/subjects/6264ADCE-A5AE-4821-7EBF-E5F4676AF241,30.3287,35.4421,-200,360,Pottery,Casserole Bowl,Casserole Bowls,"118. Casserole Bowl. Diam. 29 cm. Coarse light red 2.5YR 6/8 ware with dark gray core. Large lime inclusions, black grit and holes on surface. One 4 mm long straw burn-out hole. Everted rim has shallow excised ridge on rim top. Red slip above carination. Self-same light red 2.5YR 7/8 slip on interior. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/46173A94-A88F-4684-9269-C4BB7A9DD381,30.3287,35.4421,-200,360,Pottery,Jar/Jug Base,Jugs,"64. Jar/Jug Base. Diam. 3.9 cm. Thickness: 2 mm. Fine light reddish brown 2.5YR 7/4 ware with light reddish gray 2.5YR 7/1 and yellow cores. Interior fabric color: 2.5YR 7/4. Drips of light red 10R 6/8 slip on exterior and interior. Burnished in ridged. String-cut stump base with small groove to created vestigial ring base. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/876579E3-486D-402A-9EA6-41C79B8113A5,30.3287,35.4421,-200,360,Pottery,Bowl,Cooking Bowls,"122. Bowl. Diam. 21 cm. Thickness: 2 mm. Fine light red 2.5YR 6/8 ware with black core throughout below rim. Incurving rim has excised groove on exterior and interior edge. Very pale brown 10YR 8/4 slip on upper body. Black core is visible through slip on lower exterior. Large (1 mm) lime inclusions on surface. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/A57D38FF-B31C-4AA1-72ED-F18B7F2096BF,30.3287,35.4421,-200,360,Pottery,Storage Jar,,"Storage Jar. Diam. 15 cm. Thickness: 4 mm. Light red 2.5YR 6/8 ware with gray core along interior. Very pale brown 10YR 8/2 slip on exterior. Location: UT, Residential Quarter, Trench 94, Locus 75. Sequence No. 94197. May be same jar as #5 below with diameter altered by handle attachment. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 6, 13)."
http://opencontext.org/subjects/BA1FC5D2-57B8-40F6-A27E-DEA7E46F8202,30.3287,35.4421,-200,360,Pottery,Unguentarium,Small forms,"7. Unguentarium. Cat. No. 04-P-3. Diam. 1.9 cm. Exterior light red 2.5YR 7/8 ware. String-cut base. UT, West Ramp, Special Project 96, Locus 2. Sequence No. SP96040. Cf., North Ridge Tomb 2 (Bikai 2001, Fig. 9, 11)."
http://opencontext.org/subjects/BDFD0DDF-21E6-4099-8B88-A94F5DB82785,30.3287,35.4421,-200,360,Pottery,Unguentarium,Small forms,"2. Unguentarium. Cat. No. 01-P-64.  Rim Diam. 2.4 cm. Thickness: 3 mm. Height: 8 cm. Red 2.5YR5/8 ware. String-cut, pointed base. Location: UT, Great Cistern, Special Project 85, Locus 18. Sequence No. SP85161."
http://opencontext.org/subjects/9C0106CA-33D7-4486-B06E-7F1EEEADDDB6,30.3287,35.4421,-200,360,Pottery,Cooking Pot,Cooking Pots,"6. Cooking Pot. Diam. 9 cm. Thickness: 2 mm. Light red 2.5YR6/8 ware with quantity of fine lime inclusions, some 1 mm. Gritty surface. Inward sloping, short convex neck. Loop handle. Pink 7.5YR8/4 slip on exterior body and interior rim. Location: UT, Residential Quarter, Trench 94. Cf., Ez Zantur (Stucky et al., 1994, Fig. 16, F and 15, T)."
http://opencontext.org/subjects/278F5CC4-0AE4-43E7-803C-2BDB3C435D20,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 9,"Bowl. Diam. 25 cm. Thickness: 3 mm. Medium coarse light red 2.5YR 7/8 ware. Incurving rim with inner edge angularly flattened and deep excision on exterior. Very pale brown 10YR 8/2 slip on upper body. Light red 10R 6/6 slip under the pale brown. Slip applied on wheel as evidenced by very straight line. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/B2F52458-8FE1-47BC-AA43-FDA29C80B9BB,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 6,"Bowl. Cat. No. 01-P-66. Diam. 13.5 cm. Base Diam. 4 cm. Light red 10R 6/8 ware. White 2.5Y 8/1 slip over rim, Phase 2A decoration. Location: UT, East Fluvial Deposit, Special Project 84, Locus 1. Sequence No. SP84022."
http://opencontext.org/subjects/6059DCA4-A82A-4215-5FC6-8E89AAAAB714,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 8,"Bowl. Rim Diam. 7 cm. Base Diam. 2.3 cm. Height: 3.3 cm. Thickness: 2 mm. Fine light red 2.5YR 6/8 ware. Plain rim, slightly everted. Rim is somewhat squared, not circular. Ring base, molded with exterior groove. Feather design, remnants of string cutting, seems to have been left as potterÃÂs mark. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/900F703C-103C-4C12-7192-1FD52590C217,30.3287,35.4421,-200,360,Pottery,Funnel neck,Varia,"1. Funnel neck. Diam. 1.1 cm. Thickness: 2 mm. Light red 2.5YR 6/8 ware. Plain vertical rim. Scant remains of white slip. Thick encrustation on interior and exterior. This is the shortest spout in the assemblage. Location: UT, Residential Quarter, Trench 94. Cf., North Ridge Tomb 2 (personal communication with Bikai) which also has areas of white slip."
http://opencontext.org/subjects/B783C217-A286-496C-470F-461A64134E62,30.3287,35.4421,-200,360,Pottery,Unguentarium,Small forms,"6. Unguentarium. Cat. No. 02-P-34. Diam. 2.3 cm. Reddish yellow 5YR 7/6 ware. Location: UT, Residential Quarter, Trench 94, Locus 43, Room 2 Fill. Sequence No. 89910. Cf., North Ridge Tomb 2 (Bikai 2001, Fig. 9, 11)."
http://opencontext.org/subjects/753ECA1D-040C-4206-75AD-97E9D9A51EA7,30.3287,35.4421,-200,360,Pottery,Juglet,Jugs,"1. Juglet. Diam. 4 cm. Thickness: 1.5 mm. Light red 2.5YR 6/8 ware. Plain sloping rim, with interior edge angularly flattened. Loop handle. Quantity of fine lime inclusions, some large (1 mm). Also long air holes, suggesting chaff. Location: UT, Residential Quarter, Trench 94. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 5, 16), first half of CE first century."
http://opencontext.org/subjects/2571DCC1-9FC1-469A-1A6D-92F19E2BCE2A,30.3287,35.4421,-200,360,Pottery,Unguentarium,Small forms,"11.  Unguentarium (?). Diam. 2.4 cm. Thickness: 2 mm.  Fine light red 2.5YR 7/8 ware. Flaring rim, thickened externally. Rim not symmetrical. Neck bisected with ridge. Light red 10R 6/8 slip over exterior and upper portion of neck interior. Location: UT, Residential Quarter, Trench 94. Cf., Khirbet edh-Dharih (Villeneuve 1990, Pl. II. 1)."
http://opencontext.org/subjects/BCAAAFF8-C0E3-4346-6741-BC326AE8948E,30.3287,35.4421,-200,360,Pottery,Jug Base,Jugs,"58. Jug Base. Diam. 3.5 cm. Thickness: 2 mm. Fine light red 2.5YR 6/6 ware. Exterior fabric color: light reddish brown 2.5YR 7/4. Interior fabric color: reddish yellow 5YR 7/6. Light red 10R 6/6 slip on exterior. Exterior is burnished. String-cut knob base with excised ring. Location: UT, Residential Quarter, Trench 94, Locus 63. Sequence No. 94088."
http://opencontext.org/subjects/94A572D1-4E9B-4E37-DBB5-5DA46FD55EE3,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/29669DB6-ACB1-40C2-F4CE-C806220A8411,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/17A44485-7C1B-48E1-E9D1-0B7650626A13,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/98E2D4C6-88CD-49CC-0851-7853506203BB,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/0DBC01BC-C914-4B90-67D6-3221C786555B,30.3287,35.4421,-200,360,Pottery,Unguentarium,Small forms,"4. Unguentarium. Cat. No. 01-P-67. Neck Diam. 1.7 cm. Thickness: 2 mm. Height: 5.6 cm. Light brown 7.5YR6/4 ware. Location: UT, East Fluvial Deposit, Special Project 84,L ocus 1. Sequence No. SP84011."
http://opencontext.org/subjects/86113D1C-CDB5-41E3-6668-63D0FF672088,30.3287,35.4421,-200,360,Pottery,Casserole Bowl,Casserole Bowls,
http://opencontext.org/subjects/48A173A8-B09F-4B6F-AC44-E20B3F0C9C59,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/D98E8C40-DFCE-42BC-7984-0D0674559F26,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"36. Jug. Rim Diam. 8 cm. Base Diam. 5.3 cm. Height: 11.6 cm. Thickness: 2.5-3 mm. Fine light red 2.5YR 6/8 ware. Pinkish white 5YR 8/2 slip on exterior. Location: UT Residential Quarter, Trench 94, Locus 74. Sequence No. 94204. Cf., Khirbet edh-Dharih (Villeneuve 1990, Pl. V, 4 and Pl. II, 2); Hendrix 1996, 353; Petra (Hammond 1973, 40. 8), Late Roman."
http://opencontext.org/subjects/E7215B3F-506A-4AE8-E998-D39B43B53297,30.3287,35.4421,-200,360,Pottery,Stopper,Lids,"2. Stopper. Cat. No. 02-P-18. Diam. 2.1 cm.  Light red 2.5YR 7/8 fabric. Reddish brown 2.5YR 5/3 radiating lines from top of lid to widest point in a star pattern. Rouletting on lower tier. Location: UT, Baroque Room, Trench 89, Locus 5."
http://opencontext.org/subjects/0D8AB8E9-C267-4FE4-7E8D-C161A6977581,30.3287,35.4421,-200,360,Pottery,Lid,Lids,"3. Lid. Cat. No. 02-P-67. Flange Diam. c. 6.6 cm. Diam. 9.3 cm. Light red 2.5YR 7/8 fabric. Weak red 10R 5/2 radiating lines and multiple bands of rouletting on lid top. Location: UT, Residential Quarter, Trench 94, Room 10 fill."
http://opencontext.org/subjects/69B1323F-E1B5-4D0E-1C65-001396F48F0F,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/A1921A83-B7C3-4700-BDA0-61D64CDFCE85,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 9,"Bowl. Diam. 23 cm. Thickness: 3 mm. Fine light red 2.5YR 6/8 ware. Pinkish white 5YR 8/2 slip on upper body to just below carination. Slip applied on the wheel because line is very straight. Rouletting of nine rows of short vertical strokes. Two ridges (wheel-made) on interior lower body. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/CCF1A3D3-EB8E-4094-8456-7114EECDA6BF,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/F50DCF3B-8271-4927-C0C0-324744813C9B,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/59A91B1D-79FC-44AB-3257-896CDC44F40D,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/80842E50-D421-47F2-E9AA-C34006F344C3,30.3287,35.4421,-200,360,Pottery,Casserole Bowl,Casserole Bowls,"102. Casserole Bowl. Diam. 20 cm. Thickness: 4 mm. Light red 10R 6/8 ware. Interior fabric color: light red 2.5YR 7/6. Very pale brown 10YR 8/3 slip on exterior upper body, overlapping onto rim top. Burned interior and exterior. Food drip marks on white slip of exterior. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/40EE880E-7EAA-415D-7834-5E462EF07115,30.3287,35.4421,-200,360,Pottery,Jar/Jug Base,Jugs,"69. Jar/Jug Base. Diam. 4 cm. Thickness: 1.5 mm. Fine gray 2.5YR 5/ ware. Exterior fabric color: light reddish brown 2.5YR 6/3. Interior fabric color: light red 2.5YR 6/6. Drips of red 10R 5/8 slip on interior. Slipped exterior. Fine single row of rouletting on base underside and on exterior. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/20DF1662-8B9B-40C6-7553-5F51F29DDB78,30.3287,35.4421,-200,360,Pottery,Bowl,Casserole Bowls,"115. Bowl. Diam.17 cm. Thickness: 2 mm. Fine light red 2.5YR 6/8 ware. Wavy design possibly created by a large tool moved in an up-and-down motion while bowl was spun on the wheel. Pressure applied to create exterior design has caused bumps on interior at point of carination. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/D90D9351-5055-4BCE-8C73-5CB6A8B32D4E,30.3287,35.4421,-200,360,Pottery,Small Globular Jar,Small Jars,"8. Small Globular Jar. Rim Diam. 7.5 cm. Height: 6.8 cm. Thickness: 2 mm. Light red 2.5YR 6/8 ware. Simple rouletting on exterior lower body. Vertical lines 2 mm long and approximately 2 mm apart. Loop handle ridged; slip attached and thumb pressed. Rim warped at handle. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/9C600514-B8BD-416E-EEF9-7901DE6C68E2,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/C3D56327-FEEF-435E-93B8-137A6AA90502,30.3287,35.4421,-200,360,Pottery,Storage Jar / Cooking Pot,,"Cooking Pot. Diam. 29 cm. Thickness: 6 mm. Light red 2.5YR 6/8 ware. Very pale brown 10YR 8/2 slip on exterior. Light reddish brown 2.5YR 6/4 slip on interior. Location: UT, Residential Quarter, Trench 94, Locus 43. Sequence No. 94070. There are three similar handles in Residential Quarter assemblage."
http://opencontext.org/subjects/5DC5DB31-1431-4303-9054-57DBDF7B12E9,30.3287,35.4421,-200,360,Pottery,Lid,Lids,"4. Lid. Flange Diam. 3.5 cm. Diam. 6 cm. Light red 2.5YR 7/8 fabric with pale gray core. Self-same slip 2.5YR 6/8 on exterior with dark reddish gray 10R 4/1 decoration composed of radiating lines and black dots. Rouletting on rim edge and along mid point. Slip is cursorily applied to underside. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/7AA6FFCA-C7C7-4664-8114-8E39CDB1E2C7,30.3287,35.4421,-200,360,Pottery,Small Globular Jar,Small Jars,"9. Small Globular Jar. Rim Diam. 7.1 cm. Height: 9 cm. Thickness: 2.5 mm. Coarse light red 2.5YR 6/8 ware. Thick very pale brown 10R 8/3 slip over exterior. One-handled. Location: UT, Residential Quarter, Trench 94. Cf., North Ridge Tomb 2 cooking pot (Bikai 2001, Fig. 9, 13), second half of CE first century."
http://opencontext.org/subjects/88309D89-6E27-4321-DD8B-589DF39DFF59,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/54593AAC-9A63-4D4E-4511-0D9FE2133E4D,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/397BE6C4-C352-4636-27FD-36201DDA95A6,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/A52C218C-56FA-4AF6-67FC-245C2D502490,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/DFDB3150-5262-41B9-E5E4-08FD0A8F8F8D,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/D859862B-E9E6-4240-4C20-68E5314AD963,30.3287,35.4421,-200,360,Pottery,Storage Jar,,"Storage Jar. Diam. 12.5 cm. Thickness: 4 mm. Light red 2.5YR 6/6 ware with gray core on interior edge. Pinkish white 7.5YR 8/2 slip on exterior and rim top. Incised wavy line on neck. Location: UT, Residential Quarter, Trench 94, Locus 75. Sequence No. 94197. Cf., Petra (Parr 1970), CE second century."
http://opencontext.org/subjects/056BBC12-F56E-4C71-DC1A-76A059D8FA33,30.3287,35.4421,-200,360,Pottery,Small Globular Jar,Small Jars,"1. Small Globular Jar. Diam. 6 cm. Height: 6.2 cm. Thickness: 1.5 mm. Light red 2.5YR 6/8 ware. Plain vertical rim. Rounded base. Light red 2.5YR 6/8 slip on exterior and over interior rim. Burning on widest area on interior and exterior. Clay is very friable. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/33D1F6A5-5784-4B25-D1C1-7838B3596894,30.3287,35.4421,-200,360,Pottery,Casserole Bowl,Casserole Bowls,"112. Casserole Bowl. Diam. 22 cm. Thickness: 2.5 mm. Fine light red 2.5YR 7/6 ware. Black exterior and rim top but evidence of white 10YR 8/1 slip. Location: UT, Residential Quarter, Trench 94, Locus 75. Sequence No. 94197. Cf., general type Ez Zantur (Stucky et al., 1994), early CE second century."
http://opencontext.org/subjects/87C66A65-AC30-4322-836A-BDEE01ADA4A7,30.3287,35.4421,-200,360,Pottery,Cooking Pot,Cooking Pots,"3. Cooking Pot. Diam. 10 cm. Thickness: 2-4 mm. Light red 2.5YR 6/8 ware with no visible inclusions in core but lime on interior surface. Thick pale yellow 2.5Y 8/3 slip on exterior. Location: UT, Residential Quarter, Trench 94, Locus 18. Sequence No. 94109. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 6, 9)."
http://opencontext.org/subjects/85F1F890-815E-4C27-AF73-25B7096E2F32,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/207DEC3A-88F1-4A56-0F43-C5B535E040FE,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/A27A3709-2E78-486A-B765-E0012834B5C9,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/9FDA5A6C-47C4-4F7F-351F-BC8BC3E65D0E,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"17. Jug. Diam. 5.5 cm. Thickness: 4 mm. Fine light red 2.5YR 7/8 ware. Pale yellow 2.5Y 8/2 slip on exterior. Vestiges of a 4 cm wide combed handle. Location: UT, Residential Quarter, Trench 94, Locus 53. Sequence No. 94050. Cf., North Ridge Tomb 2 (Bikai 2001, Fig. 8, 8), second half of CE first century to early second century."
http://opencontext.org/subjects/52BD9C75-6A33-40D5-9A47-4B1144176F14,30.3287,35.4421,-200,360,Pottery,Storage Jar,,"Storage Jar. Diam. 13 cm. Thickness: 6 mm. Coarse fabric with thick gray 10YR 6/1 core. Exterior is pink 5YR 7/3, while interior is reddish yellow 5YR 7/6. Location: UT, Residential Quarter, Trench 94, Locus 65.  Sequence No. 94131. Cf., Petra Church (Gerber 2001a, Fig. 1, 7), first century BCE."
http://opencontext.org/subjects/9AA12576-A819-4FD9-F606-47C28128A9C2,30.3287,35.4421,-200,360,Pottery,Dipper Jug,Jugs,"9. Dipper Jug. Cat. No. 02-P-36. Rim Diam. 7.4 cm. Base Diam. 3.5 cm. Pale red 10R 6/4 ware with black core. Widest part damaged with pressure before firing but after ridging. Location: Trench 94, Locus 41."
http://opencontext.org/subjects/FD6F36FF-D4E2-4D9F-1719-3107992A60CA,30.3287,35.4421,-200,360,Pottery,Cooking Pot Lid,Lids,"5. Cooking Pot Lid. Cat. No. 02-P-52. Diam. 7.7 cm. Very pale brown 10YR 8/3 sandy fabric with black grit inclusions. ""Green ware."" Location: UT, Residential Quarter, Trench 94, Room 10 fill."
http://opencontext.org/subjects/BB3AD6B9-31E7-4F88-15A9-649B5B98AC35,30.3287,35.4421,-200,360,Pottery,Chalice,Cups/Chalices,"13. Chalice. Diam. 12 cm. Fine pale orange 2.5YR 7/8 ware. Diagonal rouletting with 2 mm spacing between lines. Location: UT, Great Cistern, Special Project 85, Locus 23. Bottom of cistern. Sequence No. SP85172. Cf., ÃÂDeep bowlÃÂ (Schmid, 646); North Ridge Tomb 1 (Bikai 2001, Fig. 4, 10)."
http://opencontext.org/subjects/C17B9C28-8077-48BA-2EB1-2A91EFACEB10,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"84. Jug. Cat. No. 02-P-59. Diameter at neck: 2.6 cm. Thickness: 3 mm. Red 2.5YR6/8 ware. Ring base. Vestiges of loop handle. Location: UT Residential Quarter, Trench 94 Locus 75. Sequence No. 94212."
http://opencontext.org/subjects/E79254C4-1483-451B-384E-A127D8E84594,30.3287,35.4421,-200,360,Pottery,Chalice Base,Cups/Chalices,"12. Chalice Base. Diam. 4 cm. Thickness: 4 mm. Fine light red 2.5YR 6/8 ware with yellow core. Steps made by excising with tool. Location: UT, Residential Quarter, Trench 89/94 Locus 60. Sequence No. 94009.  Cf., North Ridge Tomb 2 (Bikai, Figs. 7, 1 and 7, 6), second half of CE first century."
http://opencontext.org/subjects/1D12C301-8371-466F-B6F1-A987483907FB,30.3287,35.4421,-200,360,Pottery,Cooking Pot,Cooking Pots,"19. Cooking Pot. Diam. 14 cm. Thickness: 3.5 mm. Light red 2.5YR 7/8 ware. Exterior ledge of rim has been pushed up in places along the rim to create a wavy pattern. Pale yellow 2.5Y 8/3 slip on exterior. Burnt exterior. Location: UT, Residential Quarter, Trench 94, Locus 60. Sequence No. 94009."
http://opencontext.org/subjects/7807F648-C6AA-4AAF-375C-58DC1663BA10,30.3287,35.4421,-200,360,Pottery,Cooking Pot,Cooking Pots,"13. Cooking Pot. Diam. 15 cm. Thickness: 3 mm. Light red 2.5YR 6/8 ware with thick black core in upper body. Pale yellow 2.5Y 9/2 slip on exterior. Location: UT, Residential Quarter, Trench 94, Locus 43. Sequence No. 94070. Cf., Ez Zantur (Stucky et al., 1994, Fig. 16A), early CE second century."
http://opencontext.org/subjects/9B8B8E75-1265-489C-594F-992D33489B5B,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"20. Jug. Diam. 4.2 cm. Thickness: 2-3 mm. Coarse red 2.5YR 6/6 ware. Break at body. Two examples of this form in the same context. Location: UT, ""Great Cistern,"" Special Project 85, Locus 23. Sequence No. SP85172. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 5, 19), first half of CE first century; Phase 2C/3A."
http://opencontext.org/subjects/0A646BC5-52A3-45F5-2B81-C461DCE6CD2B,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"28. Jug. Diam. 2.4 cm. Thickness: 1.5 mm. Fine yellowish red 5YR 5/8 ware with quantity of lime inclusions. Self-same slip on exterior. Two handles. Broken handle was not set parallel to other. Location: UT, Residential Quarter, Trench 94, Locus 53. Sequence No. 94050. Cf. North Ridge Tomb 2 (Bikai 2001, Fig. 9, 17)."
http://opencontext.org/subjects/C67887C7-E6FA-40CC-F597-8957A43EAB56,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 8,"Bowl. Cat. No. 04-P-5. Diam. 6.5 cm. Light red 2.5YR 6/6 ware. Lower body is shaved. Location: UT, Residential Quarter Steps, Special Project 94, Locus 1. Sequence No. SP94012."
http://opencontext.org/subjects/6E55E4F2-CCC4-46C0-A198-3E53CB7C7419,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 8,"Bowl. Rim Diam. 7 cm. Base Diam. 4.3 cm. Height: 3.5 cm. Thickness: 2.5 mm. Fine light red 2.5YR 6/8 ware. Area of red 10R 5/6 slip on one side. Ring base, horizontally flattened and scalloped due to rouletting with strokes c. 5 mm long and 6 mm apart. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/DAB1BE0D-903F-4CCA-BCF6-71853D558E2B,30.3287,35.4421,-200,360,Pottery,Cooking Pot,Cooking Pots,"1. Cooking Pot. Diam. 13 cm. Thickness: 4-5 mm. Coarse reddish yellow 5YR 7/6 ware with grog and numerous black pebbles. Pink 7.5YR 7/3 slipped exterior and light red 2.5YR 7/6 slipped interior. Handle is burnt. Location: UT, Residential Quarter, Trench 94, Locus 65. Sequence No. 94131."
http://opencontext.org/subjects/63E05451-FB71-4056-0037-8F0489163039,30.3287,35.4421,-200,360,Pottery,Lid,Lids,"10. Lid. Rim Diam. 11 cm. Base Diam. 3.3 cm. Height: 2.6 cm. Thickness: 1.5-2.5 mm. Light red 2.5YR7/8 fabric with thick reddish gray 2.5YR6/ core. Pink 7.5YR 8/4 slipped rim top and light red 10R 6/8 interior. Groove excised from exterior edge of rim. Concave top. Location: UT, Residential Quarter, Trench 94."
