URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Has type,Consists of,Vessel Form,Decorative Technique,Condition,Description
http://opencontext.org/subjects/34445ED5-3AC7-420C-4AE2-92401EB3AC30,43.15251853,11.40196364,-700,-535,vessel,pottery,Form unspecified,,,A fragment of an impasto vessel preserves a portion of the body and an entire oval-shaped handle with both points of attachment.  The handle projects laterally from the body approximately 0.060 m.
http://opencontext.org/subjects/1F1EDCCB-727E-42C3-CF76-1D548FC565B9,43.1528966,11.40169697,-700,-535,vessel; bowl,pottery,Bowl,Painted,"The preserved portion is broken on all sides, and is in fragmentary condition.  The surface is worn with pitting.",
http://opencontext.org/subjects/59C58CE7-4EA1-4019-4331-4767B212E353,43.1533063,11.39938986,-700,-535,vessel,pottery,Form unspecified,,"The fragment is broken through the base and vessel walls.  The surface is in good condition, with only slight wear and pitting.","The fragment preserves portions of a low, flat base and slight portions of the vessel walls.  The rim of the base itself is quite squat, extending only 0.007 m from the exterior edge of the vessel.  The underside of the rim is flat.  Portions of the face that extends between the rim are also preserved, tapering in thickness as they move away from the rim.  Slight portions of the vessel walls are preserved, on which vestiges of a bluish slip are visible."
http://opencontext.org/subjects/A96EDA46-1D9E-43A6-249B-B453EA24D140,43.15265364,11.40180576,-700,-535,vessel,pottery,Form unspecified,Stamped,The piece is broken on both ends and across the base. There is a crack in the base and the surface is worn and pitted.,The fragment is roughly C-shaped in cross section. The upper surface preserves a portion of a finished rim and seven stamped asterisk rosettes. Both ends of the upper surface preserve semi-circular finished edges. The surface shades from black to orange/beige. The fragment is possibly from an oil lamp.
http://opencontext.org/subjects/61669431-2CF8-42A7-DBF4-56199B4C9252,43.1526287,11.4017916,-700,-535,vessel; bowl,pottery,Bowl,Painted,Restored from three fragments; a small part of the rim is preserved; broken on all other sides.,Fragment preserves part of the thin sharply everted lip and the shoulder of an Ionic bowl. Three painted bands remain on the exterior surface and the interior surface is entirely painted black.
http://opencontext.org/subjects/9AD920B6-B393-4020-9470-809CFE5E9A6E,43.15337405,11.39959404,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped,Restored from two fragments; preserves two finished edges.  Surfaces are worn and encrusted.,"A bucchero handle fragment preserves portions of eleven stamps on the exterior surface, each consisting of a triangle, 0.009 m in height, containing approx. eight horizontal lines."
http://opencontext.org/subjects/ACD93C11-5E13-4C7C-E2C6-C10D5B495F7B,43.15340296,11.40237055,-700,-535,vessel,pottery,Form unspecified,Relief,"Cut-out extensions of main fragment broken, worn.  One piece, a cut-out, is probably part of vessel but does not join.","Decorated cut-out vessel preserving three pieces, two of which join.  At top of fragment (main fragment) are two box-like protrusions, worn.  Below is a slightly diagonal decoration in relief, extending across the width of the fragment.  Below this extended two cut out protrusions, both broken and of different widths (longer one 0.017 m wide, shorter 0.022 m), but both are rectangular and flat in shape with smooth sides.  The third piece, which does not join, is similar in shape to the cut-out extensions, except it is wider, being 0.028 meters in width."
http://opencontext.org/subjects/5CFEBE51-F567-4660-9C2A-1356B89A75C3,43.15269381,11.40180193,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped,Handle is broken across the top and bottom. The right edge is chipped and the left preserves a finished surface.,"The outer surface preserves five transverse, stamped bands of decoration surmounted by four vertical grooves (of which only the lower portion are preserved). The stamps are irregularly spaced. The top row preserves five small concentric rings. The second row preserves four asterisk rosettes. The third row contains two stylized hooked crosses set within a depressed square. The fourth row, containing the largest decoration, preserves three opposed concentric triangles. Forming a lozenge. The fifth row contains five smaller lozenges of which the lower portions are missing."
http://opencontext.org/subjects/9A42894E-B297-44EA-74C1-12FBB54AE16D,43.15269238,11.40183196,-700,-535,vessel; lid,pottery,Lid,Incised,"The preserved portion is broken on three sides, the surface is worn with pitting.",
http://opencontext.org/subjects/5FF97550-4A8B-4523-D50A-6B20FEB07021,43.15273704,11.40179289,-700,-535,vessel,pottery,Form unspecified,Pierced,"Fragment A restored from three fragments; Fragment B restored from two fragments.  All surfaces worn, encrusted, pitted, scratched, and cracked.  Several additional associated fragments do not join.","A partial profile of a small impasto pot is preserved.  Fragment A preserves a portion of a flat, circular base, a round, convex body, and a semi-circular ear handle, located 0.041 m from the bottom edge.  The handle is flat, 0.011 m in max. pres. thickness and 0.028 m in max. pres. width; it is pierced in the center by a hole that is wider on the top surface than the bottom, varying in max. pres. diameter from 0.009 m to 0.004 m.  The top of the fragment preserves a portion of a point of carination, 0.002 m from the upper edge.  A portion of a rim is preserved on Fragment B; it projects upwards from the body of the vessel and comes to a rounded edge, measuring 0.011 m in max. pres. height and 0.004 m in max. pres. thickness."
http://opencontext.org/subjects/0541174B-A8D4-4659-8750-52B49F1A691E,43.15263436,11.40190131,-700,-535,vessel,pottery,Form unspecified,Inscribed,The fragment is broken off irregularly on all sides. It is reconstructed from four smaller fragments,"Fragment preserves part of a conical foot and the base of a stemmed bowl. There is an inscribed ""chi"" at the base of the bowl."
http://opencontext.org/subjects/68328B2E-C1EB-49BA-704A-A0D880DC84CE,43.1527444,11.40121829,-700,-535,vessel; bowl,pottery,Bowl,,"Joined from six pieces.  Surface is slightly worn. Base is preserved, but only a small portion of the rim.  Broken through the body.",Full profile of an impasto bowl.  The vessel stands on a flat base.  The body rises from the base with rounded sides to the shoulder.  The shoulder turns inward from the body and everts to a narrow rim.  There are three horizontal grooves along the circumference of the shoulder.  The interior preserves wheel marks.
http://opencontext.org/subjects/34FED614-A23E-40FC-3EA4-22238D8CACCF,43.1527181,11.40181799,-700,-535,vessel,pottery,Form unspecified,,Restored from four fragments.  All surfaces are heavily worn and encrusted with some pitting and scratching.,"A partial profile of an impasto vessel preserves a portion of a rim with a rounded edge, then curves outward for the body.  Approximately 0.020 m below the rim is an intact, horizontal, U-shaped handle, rectangular in cross section, that thickens and increases in width at its points of attachment to the vessel wall."
http://opencontext.org/subjects/06154E62-3D85-4E10-1DCA-8273D5AC8000,43.1527558,11.40188984,-700,-535,vessel; bowl,pottery,Bowl,,"Restored from 11 fragments.  All surfaces are worn, pitted, and encrusted.",A full profile of an impasto bowl is preserved.  The base tapers immediately into the tondo which then tapers immediately into the body of the vessel.  A vertical lip extends straight upward approximately 0.015 m from the body.  The bottom of the base is concave.
http://opencontext.org/subjects/0A3E2AB4-F44D-4340-B40D-3F6F99B6D1A8,43.1534236,11.40148071,-700,-535,vessel; bowl,bucchero ware; Bucchero,Bowl,Applique,Glued from four fragments; missing half of base and most of body except for one section preserved up to and including rim which is missing its bean decoration; chipped; worn.,"Fragment of small, low bucchero bean bowl preserving half of base, and one section of shallowly-curving body up to and including flat, everted rim with an impression of a now missing bean."
http://opencontext.org/subjects/892E37E9-6B3C-4D02-71B6-B02CAC866196,43.15264533,11.40180104,-700,-535,vessel,pottery,Form unspecified,Painted,Broken off on all sides.,Ionic bowl fragment preserves most of a horizontal handle which is round in section. Painted bands are preserved on the body and the handle is solid black.
http://opencontext.org/subjects/6D5C3FEF-B425-4C68-3A30-2685CD1756A5,43.15331985,11.39941008,-700,-535,vessel; bowl,pottery,Bowl,Incised; Impressed,The bowl is joined from approximately fifteen fragments.  Four additional sherds are also existent that could not be joined.  The surfaces of individual fragments are generally well preserved.,"Portions of a small, rounded bowl are preserved.  The base is flat on the exterior yet rounded on the interior.  A slight, angular bevel circles the perimeter of the exterior of the base.  The walls rise from the base at an approximate forty-five degree angle, tapering in thickness as they ascend.  Two slight lines of incision are visible on the interior of the vessel.  Portions of these lines are visible on several of the fragments, circling the interior face of the vessel.  Another impressed line, slightly wider than the former two, is visible directly beneath the rounded rim."
http://opencontext.org/subjects/6E87F71A-E9FD-49C6-B408-E31544500B2D,43.1526709,11.40174899,-700,-535,vessel; lid,pottery,Lid,Incised,Restored from three fragments; portion of finished lip; remaining edges broken off; surface irregularly worn.,"This lid fragment preserves an interlock flange on the underside. On the upper surface, three sets of three incised lines remain parallel to the rim."
http://opencontext.org/subjects/B0ED8AA6-F3D7-403E-ED41-DAEF408CEBAE,43.15263533,11.4021548,-700,-535,vessel; plate,pottery,Plate,Incised; Stamped,The rim is preserved. Broken on all other sides. Composed of four fragments. Worn.,"A plate fragment with a raised flat rim. On the inner surface is a stamped design- a band bordered by an incised line. The band is composed of a procession with a stag with long curved antlers to the left. In front is a horse and rider. To the right is the back of another animal, possibly a horse. The procession is moving from left to right. The underside is slightly pocked."
http://opencontext.org/subjects/FB9A426D-7132-47AA-F533-FE58CF1B7731,43.15350899,11.40177845,-700,-535,vessel; cup,bucchero ware; Bucchero,Cup,Molded,"Restored from numerous fragments. Slightly less than half the cup is preserved, but a complete profile exists. Stem foot intact. Burned; bubble at rim.",
http://opencontext.org/subjects/A565E31A-6054-4416-5BB1-1D5A6A6AD4DE,43.15267293,11.40171021,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Fluted,Broken at the base and top. Chipped.,"The fragment preserves part of a bucchero handle with a smooth back and fluted (five flutes) front surface. The outer finished edge preserves two transverse ridges and two, possibly three longitudinal ridges."
http://opencontext.org/subjects/57336A45-BF7D-4AD3-0934-844D6F2921DC,43.15267655,11.4018587,-700,-535,vessel,pottery,Form unspecified,Incised,The piece is broken on all sides; the surface is worn. The inner surface preserves small areas of slip.,"The piece is roughly triangular in top view. Broken on all sides, the piece does not preserve a finished edge, possibly a shoulder. The surface preserves incised design consisting of three units of scroll pattern made of three coincident incised lines."
http://opencontext.org/subjects/110BCB8E-416B-4A07-39BA-1C76ADACF110,43.15267372,11.40180385,-700,-535,vessel; lid,pottery,Lid,Incised; Stamped,The fragment is composed of three pieces.  The edges are chipped.  The surface is heavily worn in some areas while only lightly worn in others.  Traces of slip are preserved in some areas.,"Fragment preserves portions of the rim and inner lip of the lid.  The surface preserves bands of incised and stamped decorations consisting of:  Three wide, incised lines parallel to the rim above which are two thinner, parallel lines.  Above these lines is a band of seven asterisk rosettes, one of which is partially broken."
http://opencontext.org/subjects/9E4A4E47-8D2F-4FD6-3796-A3DFF91B8F9D,43.15341572,11.40146826,-700,-535,vessel; cup,bucchero ware; Bucchero,Cup,Ridged; Incised,,
http://opencontext.org/subjects/0E9C23E4-4598-45AE-63D1-AC2BDEB81CAA,43.15258057,11.4021104,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Relief,Broken on all sides.,"On the top is an incised tongue-pattern (three preserved). Below that is a horizontal ridge and below that a relief decoration with vertical ridges and grooves. A tiny fragment also belongs to this vase, but does not join."
http://opencontext.org/subjects/3D744F7B-1592-4848-E2BE-E3FBB648827E,43.1527466,11.40210041,-700,-535,vessel; lid,bucchero ware; Bucchero,Lid,Stamped,"Broken irregularly on all sides, preserving one small section of finished rim.  Surface worn and charred.  Restored from numerous pieces.","A fragment of a lid, the obverse side of which preserves a stamped design consisting of a series of animals in profile, perhaps goats, on top of which and in reverse to is another series of stamped animals in profile, perhaps lions or panthers.  In between rim and stamped animals are preserved sections of an outwardly jutting lip.  One side of the lip preserves a series of stamped rosettes, the other side is undecorated."
http://opencontext.org/subjects/C54097B5-74B4-45E1-4635-219EB4068055,43.15276533,11.40159896,-700,-535,vessel,pottery,Form unspecified,Painted,"The fragment is a join of six individual sherds.  The overall surface is well worn with much pitting and scratching.  Two additional, small sherds are existent but could not be joined.","The fragment preserves the majority of a base of a large vessel as well as slight portions of vessel walls.  The base has a wide, flat rim upon which the vessel sits.  The rim of the base is rounded and circles the exterior.  The base then tapers inward to the point at which the vessel walls begin.  The slight portions of vessel walls ascend from the base in a gradual curve.  The underside of the base appears to preserve slight vestiges of brown paint."
http://opencontext.org/subjects/430642A1-11E3-4471-C52E-983FA379559E,43.15275339,11.4018436,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Roulette; Stamped,Fragment is broken on all sides.  Surface is worn with some pitting.,"Fragment is separated into two registers, an upper and lower.  The upper register is decorated with a series of stamped lotus palmettes.  Three are fragmentary and one entire palmette is preserved. Each palmette design consists of a lower, triangular element resting on its nadir side.  The triangular element is derived from two sets of intersecting diagonal lines, bisected by a central axis line.  The branches of the palmettes project diagonally from the apex of the triangle and consist of a central dot surrounded by a spiral pattern.  The lower register is a roulette stamp design and consists of a preserved portion of a grazing stag on the left side of the fragment.  To the right of the stag stands a sphinx or griffon with a curved wing extending from its shoulder."
http://opencontext.org/subjects/1B98C020-E39E-4AEA-5FD7-7BE9433330F3,43.15260988,11.40281967,-700,-535,vessel,pottery,Form unspecified,Incised; Molded,Top of a double handle preserving knob and female face (probably exterior part as curved profile reveals).  Diagonal fracture across the face from nose to neck marks lower extremity.  Attachment scar below knob for juncture to interior.  Burned.,"Top of a double handle preserving round, cone-shaped knob of two layers and a female face below.  The curve of the face shows that it must be part of the exterior half of the handle.  The face, broken diagonally below the nose, is molded and shows two incised almond-shaped eyes.  It is bordered on both sides by hair.  On each side of the head at eye level there are two spirals (the tips of wings).  There is an attachment scar below the knob, presumably the juncture of the interior section."
http://opencontext.org/subjects/E408CC64-C69B-4A48-DFA7-30533625A7AA,43.15247078,11.40194985,-700,-535,vessel; kantharoi; kantharos; Kantharos,bucchero ware; Bucchero,Kantharos,Incised; Stippled,The fragment is broken on all sides.  The surfaces are intact and suffer little wear.,
http://opencontext.org/subjects/8EC042C1-8724-4A81-A64A-653B2EADAADE,43.15331811,11.39937834,-700,-535,vessel,pottery,Form unspecified,Painted,"The fragment is broken through the base and through the vessel walls.  The fragment is a join of one large and one small sherd.  The overall surface is in good condition, preserving vestiges of paint.","The fragment preserves portions of a small, painted vessel.  The underside of the base preserves a thin rim that circles the perimeter.  The rim edge is rounded.  The rim tilts toward the center of the base as it progresses upward.  Slight portions of the vessel walls are preserved, which flare out almost horizontally.  The interior of the vessel preserves large striations of black paint.  Slight vestiges of darkish paint are visible throughout the exterior faces of the fragment as well."
http://opencontext.org/subjects/1470692E-DD1C-4E87-FA8C-A5A4432573BF,43.15260941,11.40188715,-700,-535,vessel,pottery,Form unspecified,Inscribed,All edges broken; surface extremely worn and pitted.,"Impasto fragment, roughly oval in shape, from indeterminate vessel has an exterior surface an inscribed ""rho"" and ""mu."""
http://opencontext.org/subjects/5F038212-A5E3-4673-5EB8-8A8E177A0B27,43.15262277,11.40206779,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised,Broken on all sides.,The fragment preserves part of a body of a vessel with a single band of four concentric circles in guilloche (?). One of the circles is overlapping the next.
http://opencontext.org/subjects/129536ED-428D-4A55-AE8D-9D256B34959F,43.15245308,11.40189913,-700,-535,vessel; pithoi; pithos; Pithos,terracotta; Terracotta,Pithos,,"A scored pithos rim fragment is restored from three smaller fragments (fresh breaks due to damage from a modern pickaxe).  Fragment preserves two worn and pitted finished surfaces and a very worn and irregular scored surface.  Entire fragment contains many large white and black inclusions, and some encrustation.","A scored pithos rim fragment preserves a portion of the finished, concave interior surface of the vessel and a portion of the top of the finished rim.  The exterior surface is irregular with linear and curved score marks approximately 0.026 - 0.058 m in length for attaching the separately fabricated flange of the rim to the vessel."
http://opencontext.org/subjects/D1F9E259-6A9B-42F7-A4D9-0E1D0B30DC02,43.15338039,11.40140015,-700,-535,vessel,pottery,Form unspecified,Incised,Broken on all sides; restored from three fragments; worn and encrusted.,"Fragmentary impasto pot preserved curved section (neck and shoulder fragments) with outer surface decoration consisting of two incised horizontal grooves above which are two faces made from incised grooves:  the heads are made of two circular grooves; the eyes are almond shaped as well as the mouth; the nose on one is triangular whereas on the other there is no indication of a nose; the hair consists of five vertical grooves on the top of the head; on either side of these vertical grooves are triangles, presumably for the ears (only one ear is preserved on one face)."
http://opencontext.org/subjects/345C14D3-F4E7-4B24-183D-ECC0573075A2,43.1533099,11.39940193,-700,-535,vessel,pottery,Form unspecified,,The preserved portion is extremely worn and pitted.  A full profile is preserved consisting of three individual fragments.,
http://opencontext.org/subjects/7B004A35-7328-4F64-86A0-6189FDA50DFA,43.15261534,11.40161095,-700,-535,vessel; cup,bucchero ware; Bucchero,Cup,Incised,The piece is restored from ten fragments. The base is almost complete. Only a small fragment of the stem is preserved. Nothing remains of the rim.,"The fragment preserves most of the cup. The base is curved and between it and the belly is a ridge. On the body, ca. 0.010 m from the base, are three parallel incised lines, 0.010 m apart. Several more fragments from this cup, but they do not join. Part of a straight rim preserved."
http://opencontext.org/subjects/6C2024AB-84BD-4EC9-5DC4-23956271E3B0,43.15269238,11.40183196,-700,-535,vessel; lid,pottery,Lid,Pierced,Slip slightly chipped.  Modern erosion of slip from cleaning between two of the fenestrations.,Complete lid profile.  Inner edge of lip is bevelled.  Finial profile from top to bottom consists of a rounded solid cone which widens into a splayed hollow base pierced by four circular fenestrations.  Finial then tapers sharply to form a narrow neck where it meets the lid.
http://opencontext.org/subjects/5D377767-25B4-4895-C790-1EC084C1DD1F,43.15244896,11.40189525,-700,-535,vessel,pottery,Form unspecified,Painted,Fragment preserves two intact surfaces and no finished sides.  Glaze on interior and exterior surfaces is well preserved.,
http://opencontext.org/subjects/AB9E2244-CB0D-49C9-B59C-17BF47E71389,43.1525896,11.40150315,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped,Part of the finished rim; broken off on all other sides.,Bucchero fragment is from the rim of a cup. On the exterior surface is a triangle composed of stamped horizontal lines. There is a vertical line of hatch marks on one side. There are similar hatch marks across the edge of the rim.
http://opencontext.org/subjects/99987567-C1ED-4F67-97DA-C195CFADE2F5,43.15289631,11.40168536,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,,The fragment is broken along all edges.  The surface is worn with some pitting and chipping throughout.,"An unusually curved vessel fragment is preserved.  The fragment widens in width and curves approximately at a right angle, perhaps forming the shoulder of the vessel.  The fragment then ascends and curves in the opposite direction.  Along the break edge of this second curve appear to be the vestiges of a raised ridge."
http://opencontext.org/subjects/CBB290D3-07D9-4272-D230-747C7AEFA04B,43.15278504,11.40179857,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Pierced,"Surfaces are pitted, worn, and encrusted. Fragment is broken latteraly across the top, with a large chip due to damage from modern tools used in excavation.",
http://opencontext.org/subjects/6B46B624-21CA-46CE-B44B-CD825B554EA4,43.15269318,11.40186815,-700,-535,vessel; bowl,pottery,Bowl,,"Conserved from six fragments. Piece preserves a partial profile, as well as approximately half of the base. Slightly worn on the interior and exterior, and broken on three sides.","Portion of a globular bowl that rises sharply from a ring base. The center of the base is not preserved, but the outer portion displays slight concavity of the underside."
http://opencontext.org/subjects/F0167F4C-0EE1-46EC-A89D-C6666A2436F5,43.15276084,11.4018679,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Molded,"All surfaces are worn, pitted, and encrusted. Fragment is broken diagonally across the top and bottom of the strut. Reconstructed from two pieces.",
http://opencontext.org/subjects/4EC919BD-DA61-44EE-99F0-5A990FE1FA88,43.15296178,11.40163916,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Stamped,The fragment is broken on all sides.  The surface is well worn and pitted.,The fragment preserves a nearly complete stamped decoration of two concentric circles.  The outer circle is approximately 0.004 m in diameter and is slightly marred by surface chipping.  The stamp is preserved on a slightly raised ridge.  This ridge is delineated by a very faint line of incision.
http://opencontext.org/subjects/53DA0F8F-D363-4036-BB84-8DCECD95B535,43.15273845,11.40176813,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Inscribed,"All surfaces are worn, pitted, encrusted, and scratched.",
http://opencontext.org/subjects/23E34B04-FE63-4780-DD4E-D3A5BE3CBD06,43.15264613,11.40189468,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Impressed; Stamped,Broken on all edges; worn.,"Small fragment preserves two impressed parallel lines forming one band decorated by a multi-lined ""S"" and another band containing a series of stamped palmettes."
http://opencontext.org/subjects/CE248A35-3CAD-4DBC-FCBE-6E39C3E3E99D,43.15261251,11.40155609,-700,-535,vessel,pottery,Form unspecified,Fluted,Broken at both ends. Surface is worn.,"Redware cut out preserves part of a ""tree of life"" motif between two raised borders. The fragment is probably a finial or part of a handle to a single handled fluted cup."
http://opencontext.org/subjects/1FDAC1AC-6568-4459-B9D2-90854C5D6B89,43.15338204,11.39942865,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Impressed,Broken on all sides.  The surface is heavily worn and pitted.  Fragment is reconstructed from four pieces.  A portion of the body of the vessel is preserved.  The handle is broken just above the attachment to the vessel.,"Fragment of a buccheroid strap handle.  The vessel is convex on the exterior and concave on the interior.  The handle is decorated with stamps and incised lines.  At the point of attachment of the handle to the vessel, there are four irregularly spaced, horizontal lines.  On the right side of the handle, running parallel to the finished edge, are two incised lines which run perpendicular to and bisect the horizontal lines.  The lines terminate at a concentric circle stamp made of three circles, located just below the horizontal lines.  The lines are mirrored by another set of lines running parallel to the left finished edge which also terminate at a concentric circle stamp made of three circles.  The lines themselves are made of small impressed rectangles."
http://opencontext.org/subjects/B0A4F819-76E7-4392-39D8-773D6DFB5E4E,43.15330306,11.40133177,-700,-535,vessel,pottery,Form unspecified,Incised; Painted,Encrusted; paint is badly chipped.,Impasto fragment exhibiting a doubly curved profile--perhaps a fragment from base of neck.  At the base of the upward curve there is a thick ridge.  Above the ridge run several (three are partially preserved) horizontal bands of red and black (?) paint.  Below the ridge is incised decoration in the form of pendant arches hanging from the ridge with their sides touching.  Scattered chips of paint are preserved in this area.  Tooling marks are very visible on the interior of the fragment and there is a wave-shaped ridge on the interior of the fragment whose position corresponds to the ridge on the exterior of the fragment.
http://opencontext.org/subjects/527EDB87-0809-4DD1-4F9A-23C0BEFF0190,43.15260455,11.40187107,-700,-535,vessel; lid,pottery,Lid,,Restored from three fragments; one finished edge.,Lightly convex lid fragment preserves complete profile from finial to rim. On both upper and lower surfaces is a raised concentric ring. The lower ridge appears to serve as a flange. Lid culminates in a central finial. The finial has a short broad stem which flares to a flat circular disc. There is a small central knob on top.
http://opencontext.org/subjects/c6448371-585c-4a94-838a-5f83b1a4e1d0,43.15295336,11.40035959,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped,"Surfaces are worn, scratched, pitted, and encrusted.","Fragment of a buccheroid handle preserves a small portion of a thin, curved edge and decreases in thickness from the broader end to the other. The fragment is decorated with a series of stamps, beginning at the bottom with a horizontal line composed of small dashes, then approximately 0.004 m above it, a line of three circle stamps, two complete and one partial, each 0.006 m in diameter.  Approximately 0.002 m above the circles are two parallel dashed lines spaced 0.003 m apart, then portions of two vertical dashed lines, intersecting with the upper horizontal line."
http://opencontext.org/subjects/C6330DF5-6B3F-4ADF-AEA7-E9BC0A786158,43.15272366,11.40162708,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Scalloped; Stamped,"All surfaces are worn, pitted, and encrusted.",
http://opencontext.org/subjects/6C7D8FED-769A-49CD-C710-C6E47B67F0DA,43.15337176,11.39945228,-700,-535,vessel; jug,pottery,Jug,,,
http://opencontext.org/subjects/43AC40B1-C8F6-44C7-FB6F-EEC7A5B336CD,43.15260988,11.40281967,-700,-535,vessel; lid,bucchero ware; Bucchero,Lid,Incised,"Restored from numerous fragments. About half the lid preserved. Chips on the top of the knob. There are, in addition, ten unjoined fragments believed to be part of this lid. Burned.",
http://opencontext.org/subjects/6CA529A4-6E86-43E2-AB22-F7E6CB9EC9C0,43.15261384,11.40212928,-700,-535,vessel; cup,bucchero ware; Bucchero,Cup,,Surface is worn and pitted. All sides are broken as is the handle.,"One fourth of the preserved base gives way to a shallow, lower body. The upper body rises vertically; the lip is absent. A broken, tapering handle extends from the point of juncture between the upper and lower bodies."
http://opencontext.org/subjects/89B4C943-53BF-4715-F290-1DCC292FD448,43.1527089,11.40197043,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped,Surfaces are slightly worn and scratched.  Break edges are pitted and encrusted.,"A stamped bucchero fragment preserves one intact and one partial roughly triangular floral elements consisting of three pedal elements, surmounting a partially stamped lotus palmette."
http://opencontext.org/subjects/BABDB66E-99C5-45C0-23A5-663B305AA6FC,43.15245553,11.39914047,-700,-535,vessel,pottery; ceramic,Form unspecified,,"Surfaces are heavily worn, chipped, and scratched.  Preserves substantial areas of black glaze, but it is more chipped and worn on the interior of the handle and exterior of the fragment.","Fragment of a black glaze vessel preserves portions of a rounded, slightly everted rim and the attachment point of a horizontal handle.  The preserved portion of the handle is ovoid in cross-section, and the handle begins to curve toward its break edge, indicating it is probably part of a skyphos."
http://opencontext.org/subjects/95B06AED-4899-478D-E607-F3E1312135EC,43.1526256,11.40212266,-700,-535,vessel; bowl,pottery,Bowl,Incised; Fluted,Broken on all sides. Composed of four fragments,"A large fragment of a fluted bowl preserving part of the inwardly curving shoulder and a large portion of the curved belly. The shoulder is smooth with an incised horizontal zig-zag and bordered by raised horizontal bands. The lower horizontal band is partially interrupted by the attachment scar for a strap handle. The belly is fluted (eleven flutes completely preserved, fourteen partially). The lower belly is smooth."
http://opencontext.org/subjects/0617CE7B-2DEF-4DE7-7BB3-BE530E4C50A0,43.15260988,11.40281967,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Molded; Relief,Fragment. Broken at top preserving attachment scar. Burned.,
http://opencontext.org/subjects/22A78BAE-68C5-405E-AD2D-AA99C512834D,43.15262543,11.4019628,-700,-535,vessel,pottery,Form unspecified,Inscribed,Broken off at both ends.,"Handle fragment is to a large coarseware vessel. There is an inscribed ""chi"" on the exterior surface."
http://opencontext.org/subjects/D7B4F94F-6F1B-4189-AE55-54F179756EF8,43.15275564,11.401903,-700,-535,vessel; plate,bucchero ware; Bucchero,Plate,Roulette; Stamped,"Surfaces are worn and lightly pitted, with encrustation on break edges.","A fragment of a buccheroid vessel, possibly a plate, preserves parts of two stamps on two registers, on its convex surface. The lower register is a roulette stamp design and consists of (from left to right) the front portion of a grazing stag on the left side of the fragment and the hindquarters of a sphinx or griffon with a curved wing extending from its shoulder; both creatures face right. The upper register preserves what seem to be three legs belonging to probably two different animals. The rest of the upper register has broken off. A very small part of a raised ridge is preserved below the lower register."
http://opencontext.org/subjects/EB0D5F35-89C7-4E6F-247B-64D7A3E1FE2C,43.15345135,11.39951723,-700,-535,vessel; pithoi; pithos; Pithos,pottery,Pithos,Incised,Fragment is broken on three sides preserving part of the rim and some of the body of the pithos.  Fragment has been conserved from six pieces.  Surface is worn and abraded.,"The fragment preserves part of the wall of the vessel which then curves into a flat, decorated rim.  Rim decoration consists of a series of slanting incised lines which are approximately 0.020 m in length and 0.010 m apart."
http://opencontext.org/subjects/4FE0004F-4C7E-4935-5BB3-1EBFC31A8E07,43.1530141,11.40125335,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped; Stippled,"The fragment is broken on two sides, preserving portions of both finished sides.  The stamped surface is slightly pitted and worn, and displays one large chip from the surface which partially obliterates two of the stamped designs.  The surface is scratched heavily on the side that is not stamped.","The fragment is generally trapezoidal, with 0.024 m of one side edge preserved but only 0.009 m of the other.  The fragment preserves two distinct decorative patterns, both of which decorate the same face.  The upper, narrow portion of the handle displays portions of three parallel registers of stippled dots.  The second pattern consists of a register of hatched lozenges which occupies the wider edge of the fragment.  One complete and two partial stamped lozenges are visible."
http://opencontext.org/subjects/8D244F90-CF07-4D1A-65AE-DF4424C8CEAB,43.15351582,11.40175571,-700,-535,vessel; bowl,bucchero ware; Bucchero,Bowl,Incised,Approximately three-quarters of bowl missing; glued from numerous pieces; worn and encrusted.,"Buccheroid bowl preserving neck of conical foot, part of shallow bowl with widely flaring sides and rounded inset rim; on interior close to rim there is an incised tongue pattern; shallow central depression."
